area	x	y	region	density	0-18	19-65	65+	Male	Female
E02006870	-34.4472	3735.36	E10000023	1	2000	4000	2000	50	50
E02000154	4.28259	3545.04	E09000006	1	2000	4000	2000	50	50
E02001595	-53.2991	3686.38	E08000018	1	2000	4000	2000	50	50
E02000509	-21.127	3556.11	E09000017	1	2000	4000	2000	50	50
E02001594	-58.891	3686.68	E08000018	1	2000	4000	2000	50	50
E02002803	-64.3744	3652.09	E06000015	1	2000	4000	2000	50	50
E02003731	6.33332	3600.46	E10000003	1	2000	4000	2000	50	50
E02002808	-64.4518	3651.47	E06000015	1	2000	4000	2000	50	50
E02003620	-19.9587	3598.91	E06000055	1	2000	4000	2000	50	50
E02000871	-0.630354	3555.27	E09000030	1	2000	4000	2000	50	50
E02001347	-127.151	3689.26	E08000012	1	2000	4000	2000	50	50
E02005568	19.2262	3628.64	E10000020	1	2000	4000	2000	50	50
E02001806	-59.6231	3788.17	E08000024	1	2000	4000	2000	50	50
E02003764	-8.09595	3611.19	E10000003	1	2000	4000	2000	50	50
E02000508	-20.5805	3556.54	E09000017	1	2000	4000	2000	50	50
E02001815	-66.3468	3786.79	E08000024	1	2000	4000	2000	50	50
E02002682	-16.7207	3707.82	E06000010	1	2000	4000	2000	50	50
E02003916	-220.088	3460.39	E06000052	1	2000	4000	2000	50	50
E02004038	-64.3751	3658.32	E10000007	1	2000	4000	2000	50	50
E02004456	24.5157	3579.11	E10000012	1	2000	4000	2000	50	50
E02006293	62.4291	3594.92	E10000029	1	2000	4000	2000	50	50
E02001448	-127.992	3692.17	E08000014	1	2000	4000	2000	50	50
E02002011	-93.7827	3622.84	E08000027	1	2000	4000	2000	50	50
E02003295	33.7264	3555.8	E06000033	1	2000	4000	2000	50	50
E02003419	-23.4463	3553.3	E06000039	1	2000	4000	2000	50	50
E02004971	-17.6573	3565.86	E10000015	1	2000	4000	2000	50	50
E02002670	-17.1841	3709.48	E06000010	1	2000	4000	2000	50	50
E02004600	-90.8899	3582.23	E10000013	1	2000	4000	2000	50	50
E02003033	-113.255	3551.24	E06000023	1	2000	4000	2000	50	50
E02004411	3.99636	3517.01	E10000011	1	2000	4000	2000	50	50
E02000534	-14.5249	3552.25	E09000018	1	2000	4000	2000	50	50
E02000916	-1.29101	3558.24	E09000031	1	2000	4000	2000	50	50
E02001035	-98.9981	3695.64	E08000002	1	2000	4000	2000	50	50
E02003149	-179.094	3475.6	E06000026	1	2000	4000	2000	50	50
E02004386	2.43904	3504.9	E10000011	1	2000	4000	2000	50	50
E02003284	31.4354	3557.03	E06000033	1	2000	4000	2000	50	50
E02006530	-67.9054	3607.1	E10000031	1	2000	4000	2000	50	50
E02001062	-96.413	3689.29	E08000003	1	2000	4000	2000	50	50
E02001410	-115.284	3689.55	E08000013	1	2000	4000	2000	50	50
E02005584	56.025	3633.33	E10000020	1	2000	4000	2000	50	50
E02005753	-62.2845	3749.4	E10000023	1	2000	4000	2000	50	50
E02006737	-96.1913	3602.28	E10000034	1	2000	4000	2000	50	50
E02000745	1.91902	3554.66	E09000025	1	2000	4000	2000	50	50
E02001905	-83.4686	3619.54	E08000025	1	2000	4000	2000	50	50
E02003921	-225.619	3465.55	E06000052	1	2000	4000	2000	50	50
E02005075	21.1171	3537.53	E10000016	1	2000	4000	2000	50	50
E02000878	-3.16753	3554.79	E09000030	1	2000	4000	2000	50	50
E02004329	-58.2267	3778.04	E06000047	1	2000	4000	2000	50	50
E02005238	-121.168	3728.24	E10000017	1	2000	4000	2000	50	50
E02006235	38.1609	3588.97	E10000029	1	2000	4000	2000	50	50
E02006661	-78.7638	3532.61	E06000054	1	2000	4000	2000	50	50
E02000809	-3.40477	3553.6	E09000028	1	2000	4000	2000	50	50
E02004948	-9.53653	3581.8	E10000015	1	2000	4000	2000	50	50
E02005373	-40.5428	3621.19	E10000018	1	2000	4000	2000	50	50
E02006408	-19.1892	3548.37	E10000030	1	2000	4000	2000	50	50
E02002938	-108.934	3636.21	E06000020	1	2000	4000	2000	50	50
E02002966	-94.4889	3657.75	E06000021	1	2000	4000	2000	50	50
E02001849	-79.9035	3624.31	E08000025	1	2000	4000	2000	50	50
E02002863	-27.9474	3636.71	E06000017	1	2000	4000	2000	50	50
E02003786	6.11576	3598.41	E10000003	1	2000	4000	2000	50	50
E02004845	-0.511665	3571.43	E10000015	1	2000	4000	2000	50	50
E02006080	-113.491	3519.7	E10000027	1	2000	4000	2000	50	50
E02006110	-140.262	3517.63	E10000027	1	2000	4000	2000	50	50
E02006692	-94.1223	3533.02	E06000054	1	2000	4000	2000	50	50
E02001037	-100.071	3694.86	E08000002	1	2000	4000	2000	50	50
E02001327	-124.967	3691.02	E08000011	1	2000	4000	2000	50	50
E02003377	-52.3809	3546.65	E06000037	1	2000	4000	2000	50	50
E02005203	-128.286	3713.22	E10000017	1	2000	4000	2000	50	50
E02000566	-4.43585	3557.05	E09000019	1	2000	4000	2000	50	50
E02004454	24.3575	3579.58	E10000012	1	2000	4000	2000	50	50
E02002943	-107.336	3634.47	E06000020	1	2000	4000	2000	50	50
E02001021	-101.465	3700	E08000002	1	2000	4000	2000	50	50
E02001736	-71.4118	3792.83	E08000021	1	2000	4000	2000	50	50
E02002889	-50.3483	3654.17	E06000018	1	2000	4000	2000	50	50
E02003150	-180.417	3475.51	E06000026	1	2000	4000	2000	50	50
E02003271	-16.3142	3580.26	E06000032	1	2000	4000	2000	50	50
E02003912	-215.615	3466.21	E06000052	1	2000	4000	2000	50	50
E02004142	-148.958	3496.9	E10000008	1	2000	4000	2000	50	50
E02004309	-68.9027	3781	E06000047	1	2000	4000	2000	50	50
E02006886	-68.3768	3560.56	E10000025	1	2000	4000	2000	50	50
E02000518	-20.0105	3554.65	E09000017	1	2000	4000	2000	50	50
E02002940	-105.978	3636.03	E06000020	1	2000	4000	2000	50	50
E02001688	-70.4948	3791.06	E08000037	1	2000	4000	2000	50	50
E02003275	-18.2016	3579.76	E06000032	1	2000	4000	2000	50	50
E02005983	-55.8605	3565.33	E10000025	1	2000	4000	2000	50	50
E02006079	-105.357	3522.2	E10000027	1	2000	4000	2000	50	50
E02003435	-27.191	3551.56	E06000040	1	2000	4000	2000	50	50
E02006841	-69.4395	3792.25	E08000037	1	2000	4000	2000	50	50
E02001778	-62.3907	3793.16	E08000023	1	2000	4000	2000	50	50
E02006441	-34.7839	3533.83	E10000030	1	2000	4000	2000	50	50
E02006607	-1.04376	3527.57	E10000032	1	2000	4000	2000	50	50
E02001177	-100.394	3690.52	E08000006	1	2000	4000	2000	50	50
E02003702	-37.2043	3562.87	E10000002	1	2000	4000	2000	50	50
E02000671	-1.81883	3549.77	E09000023	1	2000	4000	2000	50	50
E02004779	-78.0115	3514.79	E10000014	1	2000	4000	2000	50	50
E02005208	-131.583	3708.82	E10000017	1	2000	4000	2000	50	50
E02006907	56.6618	3631.28	E10000020	1	2000	4000	2000	50	50
E02003781	7.13534	3604.38	E10000003	1	2000	4000	2000	50	50
E02006875	-67.1989	3712.03	E08000035	1	2000	4000	2000	50	50
E02000588	-7.04734	3553.28	E09000020	1	2000	4000	2000	50	50
E02003378	-57.7298	3547.37	E06000037	1	2000	4000	2000	50	50
E02004482	24.6685	3555.18	E10000012	1	2000	4000	2000	50	50
E02000821	-3.53122	3552.61	E09000028	1	2000	4000	2000	50	50
E02000884	-2.91692	3554.48	E09000030	1	2000	4000	2000	50	50
E02003236	-76.9391	3555.12	E06000030	1	2000	4000	2000	50	50
E02002498	-54.1168	3765.54	E06000002	1	2000	4000	2000	50	50
E02003290	29.5527	3556.34	E06000033	1	2000	4000	2000	50	50
E02003374	-45.1277	3549.37	E06000037	1	2000	4000	2000	50	50
E02003547	-47.5474	3504.37	E06000044	1	2000	4000	2000	50	50
E02004471	13.3296	3560.66	E10000012	1	2000	4000	2000	50	50
E02001713	-70.7798	3795.45	E08000021	1	2000	4000	2000	50	50
E02003588	-55.9104	3498.68	E06000046	1	2000	4000	2000	50	50
E02006784	-0.207447	3548.22	E09000023	1	2000	4000	2000	50	50
E02002911	-121.969	3595.9	E06000019	1	2000	4000	2000	50	50
E02003536	-47.069	3505.76	E06000044	1	2000	4000	2000	50	50
E02005621	-50.7907	3610.33	E10000021	1	2000	4000	2000	50	50
E02000109	-12.1037	3557.43	E09000005	1	2000	4000	2000	50	50
E02003931	-197.01	3507.27	E06000052	1	2000	4000	2000	50	50
E02004882	7.60161	3579.08	E10000015	1	2000	4000	2000	50	50
E02006365	-13.901	3539.28	E10000030	1	2000	4000	2000	50	50
E02001052	-97.1687	3692.28	E08000003	1	2000	4000	2000	50	50
E02001714	-68.7612	3795.19	E08000021	1	2000	4000	2000	50	50
E02000003	6.03371	3558.47	E09000002	1	2000	4000	2000	50	50
E02002190	-82.7673	3716.81	E08000032	1	2000	4000	2000	50	50
E02000207	-2.99944	3545.9	E09000008	1	2000	4000	2000	50	50
E02004070	-74.687	3670.71	E10000007	1	2000	4000	2000	50	50
E02001762	-67.2871	3795.35	E08000022	1	2000	4000	2000	50	50
E02002567	-66.3271	3762.51	E06000005	1	2000	4000	2000	50	50
E02003793	-3.59293	3593.33	E10000003	1	2000	4000	2000	50	50
E02004622	-85.13	3567.56	E10000013	1	2000	4000	2000	50	50
E02005677	-38.2189	3603.24	E10000021	1	2000	4000	2000	50	50
E02000912	-1.24185	3558.74	E09000031	1	2000	4000	2000	50	50
E02001566	-49.6209	3691.64	E08000017	1	2000	4000	2000	50	50
E02005895	-38.372	3668.73	E10000024	1	2000	4000	2000	50	50
E02001151	-96.0156	3697.53	E08000005	1	2000	4000	2000	50	50
E02001690	-72.9318	3791.6	E08000037	1	2000	4000	2000	50	50
E02004717	-59.6132	3516.62	E10000014	1	2000	4000	2000	50	50
E02006843	-63.9255	3683.51	E08000019	1	2000	4000	2000	50	50
E02002899	-52.0364	3653.11	E06000018	1	2000	4000	2000	50	50
E02003774	-12.6375	3602.98	E10000003	1	2000	4000	2000	50	50
E02004852	-1.41019	3567.6	E10000015	1	2000	4000	2000	50	50
E02003420	-22.5977	3552.22	E06000039	1	2000	4000	2000	50	50
E02004265	-91.5609	3497.98	E06000059	1	2000	4000	2000	50	50
E02000692	-9.27411	3547.86	E09000024	1	2000	4000	2000	50	50
E02000746	2.78596	3554.45	E09000025	1	2000	4000	2000	50	50
E02006129	-88.1798	3635.03	E10000028	1	2000	4000	2000	50	50
E02003992	-127.384	3787.75	E10000006	1	2000	4000	2000	50	50
E02006047	-100.948	3536.88	E10000027	1	2000	4000	2000	50	50
E02000191	-5.87702	3554.99	E09000007	1	2000	4000	2000	50	50
E02000757	1.04502	3560.03	E09000026	1	2000	4000	2000	50	50
E02001372	-125.486	3685.91	E08000012	1	2000	4000	2000	50	50
E02000411	-2.5624	3559.89	E09000014	1	2000	4000	2000	50	50
E02004734	-50.9676	3508.77	E10000014	1	2000	4000	2000	50	50
E02000602	-12.7158	3546.99	E09000021	1	2000	4000	2000	50	50
E02003161	-153.383	3482.18	E06000027	1	2000	4000	2000	50	50
E02004642	-96.1175	3578.16	E10000013	1	2000	4000	2000	50	50
E02000528	-12.9922	3552.69	E09000018	1	2000	4000	2000	50	50
E02001436	-129.708	3700.4	E08000014	1	2000	4000	2000	50	50
E02002228	-74.7255	3711.14	E08000032	1	2000	4000	2000	50	50
E02004260	-92.6819	3509.67	E06000059	1	2000	4000	2000	50	50
E02000582	-8.63918	3554.28	E09000020	1	2000	4000	2000	50	50
E02005155	17.3155	3537.44	E10000016	1	2000	4000	2000	50	50
E02006024	-132.103	3647.35	E06000051	1	2000	4000	2000	50	50
E02006358	-25.3911	3535.75	E10000030	1	2000	4000	2000	50	50
E02006634	-72.9157	3550.22	E06000054	1	2000	4000	2000	50	50
E02000725	0.13487	3556.41	E09000025	1	2000	4000	2000	50	50
E02001113	-92.4073	3694.68	E08000004	1	2000	4000	2000	50	50
E02004458	23.5546	3578.32	E10000012	1	2000	4000	2000	50	50
E02000520	-18.2107	3553.98	E09000017	1	2000	4000	2000	50	50
E02002294	-70.9007	3704.13	E08000034	1	2000	4000	2000	50	50
E02003265	-16.6984	3581.19	E06000032	1	2000	4000	2000	50	50
E02004507	39.9918	3582.07	E10000012	1	2000	4000	2000	50	50
E02005914	-45.0355	3650.82	E10000024	1	2000	4000	2000	50	50
E02000699	-9.37053	3547.44	E09000024	1	2000	4000	2000	50	50
E02001752	-64.6682	3796.28	E08000022	1	2000	4000	2000	50	50
E02001876	-82.2261	3621.92	E08000025	1	2000	4000	2000	50	50
E02003016	-111.791	3553.2	E06000023	1	2000	4000	2000	50	50
E02004996	40.373	3533.07	E10000016	1	2000	4000	2000	50	50
E02006472	-67.3551	3626.01	E10000031	1	2000	4000	2000	50	50
E02003422	-33.2034	3555.64	E06000040	1	2000	4000	2000	50	50
E02001627	-65.1718	3685.21	E08000019	1	2000	4000	2000	50	50
E02001790	-62.5445	3791.2	E08000023	1	2000	4000	2000	50	50
E02003353	-33.6799	3548.71	E06000036	1	2000	4000	2000	50	50
E02003849	-125.429	3675.92	E06000050	1	2000	4000	2000	50	50
E02004666	-92.2582	3587.88	E10000013	1	2000	4000	2000	50	50
E02004194	-162.642	3476.84	E10000008	1	2000	4000	2000	50	50
E02005118	34.3253	3547.83	E10000016	1	2000	4000	2000	50	50
E02005336	-51.8461	3630.26	E10000018	1	2000	4000	2000	50	50
E02005445	-22.6966	3673.17	E10000019	1	2000	4000	2000	50	50
E02001180	-99.232	3690.51	E08000006	1	2000	4000	2000	50	50
E02001374	-127.575	3685.49	E08000012	1	2000	4000	2000	50	50
E02004638	-96.1058	3579.03	E10000013	1	2000	4000	2000	50	50
E02006602	-17.8401	3513.83	E10000032	1	2000	4000	2000	50	50
E02001259	-98.3536	3688.71	E08000009	1	2000	4000	2000	50	50
E02005945	-52.9253	3571.42	E10000025	1	2000	4000	2000	50	50
E02006899	-82.6174	3621.12	E08000025	1	2000	4000	2000	50	50
E02000546	-16.4809	3550.83	E09000018	1	2000	4000	2000	50	50
E02006060	-119.068	3527.69	E10000027	1	2000	4000	2000	50	50
E02006168	-96.6159	3657.89	E10000028	1	2000	4000	2000	50	50
E02006494	-54.8962	3614.04	E10000031	1	2000	4000	2000	50	50
E02000079	5.97175	3550.79	E09000004	1	2000	4000	2000	50	50
E02000183	-6.5901	3556.33	E09000007	1	2000	4000	2000	50	50
E02000209	-5.34195	3545.71	E09000008	1	2000	4000	2000	50	50
E02005899	-35.1416	3662.34	E10000024	1	2000	4000	2000	50	50
E02006513	-73.1096	3601.1	E10000031	1	2000	4000	2000	50	50
E02000872	-3.03863	3555.23	E09000030	1	2000	4000	2000	50	50
E02001725	-68.5422	3793.65	E08000021	1	2000	4000	2000	50	50
E02005631	-23.7087	3616.32	E10000021	1	2000	4000	2000	50	50
E02001141	-93.8281	3699.51	E08000005	1	2000	4000	2000	50	50
E02000047	-11.4531	3560.65	E09000003	1	2000	4000	2000	50	50
E02004094	-86.0444	3688.25	E10000007	1	2000	4000	2000	50	50
E02001087	-96.9404	3685.84	E08000003	1	2000	4000	2000	50	50
E02003285	29.8495	3556.81	E06000033	1	2000	4000	2000	50	50
E02001396	-129.079	3683.23	E08000012	1	2000	4000	2000	50	50
E02001776	-65.3729	3793.4	E08000023	1	2000	4000	2000	50	50
E02000567	-3.82401	3556.65	E09000019	1	2000	4000	2000	50	50
E02001418	-114.74	3688.24	E08000013	1	2000	4000	2000	50	50
E02000628	-4.91042	3551.26	E09000022	1	2000	4000	2000	50	50
E02000853	-8.92545	3544.3	E09000029	1	2000	4000	2000	50	50
E02005834	-52.8532	3658.77	E10000024	1	2000	4000	2000	50	50
E02000182	-7.59004	3556.42	E09000007	1	2000	4000	2000	50	50
E02000801	-14.6128	3548.74	E09000027	1	2000	4000	2000	50	50
E02003053	-111.548	3548.94	E06000023	1	2000	4000	2000	50	50
E02003517	-6.11859	3507	E06000043	1	2000	4000	2000	50	50
E02006427	-31.0256	3539.66	E10000030	1	2000	4000	2000	50	50
E02000577	-9.10238	3555.11	E09000020	1	2000	4000	2000	50	50
E02002400	-68.2566	3711.95	E08000035	1	2000	4000	2000	50	50
E02004190	-167.13	3479.79	E10000008	1	2000	4000	2000	50	50
E02002776	-46.1186	3724.84	E06000014	1	2000	4000	2000	50	50
E02006620	-6.26097	3513.88	E10000032	1	2000	4000	2000	50	50
E02005324	-119.574	3719.61	E10000017	1	2000	4000	2000	50	50
E02006225	-73.1604	3629.82	E10000028	1	2000	4000	2000	50	50
E02006190	-93.3182	3650.28	E10000028	1	2000	4000	2000	50	50
E02000806	-16.0157	3547.67	E09000027	1	2000	4000	2000	50	50
E02004986	-8.49473	3574.31	E10000015	1	2000	4000	2000	50	50
E02003058	-111.631	3547.86	E06000023	1	2000	4000	2000	50	50
E02005020	48.6815	3539.95	E10000016	1	2000	4000	2000	50	50
E02001277	-102.547	3685.02	E08000009	1	2000	4000	2000	50	50
E02004942	-14.8262	3568.54	E10000015	1	2000	4000	2000	50	50
E02000726	-0.274253	3556.12	E09000025	1	2000	4000	2000	50	50
E02004922	-13.4603	3582.95	E10000015	1	2000	4000	2000	50	50
E02001292	-114.243	3695.45	E08000010	1	2000	4000	2000	50	50
E02001728	-74.3076	3793.64	E08000021	1	2000	4000	2000	50	50
E02004163	-150.96	3497.62	E10000008	1	2000	4000	2000	50	50
E02001890	-84.0908	3620.53	E08000025	1	2000	4000	2000	50	50
E02004276	-119.765	3500.15	E06000059	1	2000	4000	2000	50	50
E02006156	-80.7879	3631.13	E10000028	1	2000	4000	2000	50	50
E02001873	-83.778	3622.21	E08000025	1	2000	4000	2000	50	50
E02001300	-116.132	3693.93	E08000010	1	2000	4000	2000	50	50
E02001438	-130.925	3699.81	E08000014	1	2000	4000	2000	50	50
E02003002	-102.033	3543.91	E06000022	1	2000	4000	2000	50	50
E02003644	-22.5024	3581.33	E06000056	1	2000	4000	2000	50	50
E02006850	-49.0676	3631.31	E06000016	1	2000	4000	2000	50	50
E02001737	-67.2782	3792.79	E08000021	1	2000	4000	2000	50	50
E02002350	-71.3126	3715.27	E08000035	1	2000	4000	2000	50	50
E02004592	10.5609	3589.49	E10000012	1	2000	4000	2000	50	50
E02006193	-92.7096	3645.38	E10000028	1	2000	4000	2000	50	50
E02006868	-63.3721	3683.28	E08000019	1	2000	4000	2000	50	50
E02006380	-10.375	3538.91	E10000030	1	2000	4000	2000	50	50
E02000101	-11.757	3558.05	E09000005	1	2000	4000	2000	50	50
E02004165	-151.226	3513	E10000008	1	2000	4000	2000	50	50
E02001633	-67.1914	3684.49	E08000019	1	2000	4000	2000	50	50
E02001133	-92.1084	3701.53	E08000005	1	2000	4000	2000	50	50
E02003824	-100.736	3663.62	E06000049	1	2000	4000	2000	50	50
E02005018	44.0687	3542.64	E10000016	1	2000	4000	2000	50	50
E02003935	-189.398	3493.87	E06000052	1	2000	4000	2000	50	50
E02001988	-65.6446	3616.29	E08000026	1	2000	4000	2000	50	50
E02004159	-151.065	3499.5	E10000008	1	2000	4000	2000	50	50
E02004696	-53.7254	3535.09	E10000014	1	2000	4000	2000	50	50
E02006051	-116.881	3535.12	E10000027	1	2000	4000	2000	50	50
E02002059	-86.58	3624.27	E08000028	1	2000	4000	2000	50	50
E02006568	-33.5961	3508.19	E10000032	1	2000	4000	2000	50	50
E02000081	6.82878	3550.58	E09000004	1	2000	4000	2000	50	50
E02001179	-99.7741	3690.58	E08000006	1	2000	4000	2000	50	50
E02001702	-68.2824	3789.96	E08000037	1	2000	4000	2000	50	50
E02002055	-87.5691	3625.18	E08000028	1	2000	4000	2000	50	50
E02001335	-121.106	3686.22	E08000011	1	2000	4000	2000	50	50
E02001237	-88.5909	3690.68	E08000008	1	2000	4000	2000	50	50
E02001745	-68.453	3797.62	E08000022	1	2000	4000	2000	50	50
E02006356	-24.7198	3535.49	E10000030	1	2000	4000	2000	50	50
E02006887	-111.876	3550.55	E06000023	1	2000	4000	2000	50	50
E02003577	-60.747	3512.13	E06000045	1	2000	4000	2000	50	50
E02004685	-47.0218	3537.22	E10000014	1	2000	4000	2000	50	50
E02006707	-88.9893	3610.73	E10000034	1	2000	4000	2000	50	50
E02000530	-17.2979	3552.86	E09000018	1	2000	4000	2000	50	50
E02000934	-7.77537	3550.77	E09000032	1	2000	4000	2000	50	50
E02000545	-14.4269	3550.79	E09000018	1	2000	4000	2000	50	50
E02000907	-0.287889	3559.56	E09000031	1	2000	4000	2000	50	50
E02001913	-84.7097	3619.2	E08000025	1	2000	4000	2000	50	50
E02006280	28.6491	3604.57	E10000029	1	2000	4000	2000	50	50
E02001861	-82.8323	3623.29	E08000025	1	2000	4000	2000	50	50
E02005023	47.5438	3538.59	E10000016	1	2000	4000	2000	50	50
E02002414	-67.2768	3711.02	E08000035	1	2000	4000	2000	50	50
E02005049	59.9722	3531.14	E10000016	1	2000	4000	2000	50	50
E02001904	-79.5699	3619.5	E08000025	1	2000	4000	2000	50	50
E02004211	-153.649	3487.85	E10000008	1	2000	4000	2000	50	50
E02004830	-55.2454	3525.46	E10000014	1	2000	4000	2000	50	50
E02002295	-76.3385	3703.45	E08000034	1	2000	4000	2000	50	50
E02002384	-67.0021	3712.88	E08000035	1	2000	4000	2000	50	50
E02003933	-204.368	3495.54	E06000052	1	2000	4000	2000	50	50
E02005050	55.6295	3529.48	E10000016	1	2000	4000	2000	50	50
E02005996	-59.5951	3578.09	E10000025	1	2000	4000	2000	50	50
E02001919	-81.3811	3618.66	E08000025	1	2000	4000	2000	50	50
E02000388	-8.65168	3552.33	E09000013	1	2000	4000	2000	50	50
E02003084	-129.083	3542.9	E06000024	1	2000	4000	2000	50	50
E02006871	-122.902	3730.44	E10000017	1	2000	4000	2000	50	50
E02001832	-78.4051	3626.37	E08000025	1	2000	4000	2000	50	50
E02000100	-13.7972	3558.28	E09000005	1	2000	4000	2000	50	50
E02003242	-12.3581	3630.32	E06000031	1	2000	4000	2000	50	50
E02002962	-92.9375	3659.35	E06000021	1	2000	4000	2000	50	50
E02004848	-2.67636	3568.61	E10000015	1	2000	4000	2000	50	50
E02005195	-120.397	3702.65	E10000017	1	2000	4000	2000	50	50
E02000975	-7.80783	3554.49	E09000033	1	2000	4000	2000	50	50
E02004274	-119.609	3500.91	E06000059	1	2000	4000	2000	50	50
E02005930	-56.2021	3584.76	E10000025	1	2000	4000	2000	50	50
E02003411	-24.9791	3554.94	E06000039	1	2000	4000	2000	50	50
E02004560	36.7893	3566.12	E10000012	1	2000	4000	2000	50	50
E02006256	49.9431	3591.11	E10000029	1	2000	4000	2000	50	50
E02002675	-15.1442	3709.03	E06000010	1	2000	4000	2000	50	50
E02005691	-53.3518	3589.56	E10000021	1	2000	4000	2000	50	50
E02002558	-58.6203	3760.4	E06000004	1	2000	4000	2000	50	50
E02006473	-74.4592	3622.73	E10000031	1	2000	4000	2000	50	50
E02002139	-86.0434	3628.33	E08000030	1	2000	4000	2000	50	50
E02003512	-5.52899	3507.34	E06000043	1	2000	4000	2000	50	50
E02000365	-3.32001	3556.5	E09000012	1	2000	4000	2000	50	50
E02001384	-127.25	3684.29	E08000012	1	2000	4000	2000	50	50
E02006109	-135.689	3519.21	E10000027	1	2000	4000	2000	50	50
E02000659	-0.332175	3551.27	E09000023	1	2000	4000	2000	50	50
E02002381	-71.9796	3713.17	E08000035	1	2000	4000	2000	50	50
E02002696	-21.7428	3718.76	E06000011	1	2000	4000	2000	50	50
E02004935	-14.5481	3570.9	E10000015	1	2000	4000	2000	50	50
E02002607	-113.059	3683.84	E06000007	1	2000	4000	2000	50	50
E02001072	-98.2033	3688.11	E08000003	1	2000	4000	2000	50	50
E02006704	-84.1431	3612.31	E10000034	1	2000	4000	2000	50	50
E02004149	-153.301	3501.01	E10000008	1	2000	4000	2000	50	50
E02006655	-87.4376	3550.06	E06000054	1	2000	4000	2000	50	50
E02000173	-7.5619	3556.93	E09000007	1	2000	4000	2000	50	50
E02003355	-33.3586	3547.83	E06000036	1	2000	4000	2000	50	50
E02003437	-29.1876	3547.49	E06000040	1	2000	4000	2000	50	50
E02000383	-9.21541	3553.21	E09000013	1	2000	4000	2000	50	50
E02002699	-18.9387	3715.82	E06000011	1	2000	4000	2000	50	50
E02006005	-69.242	3571.97	E10000025	1	2000	4000	2000	50	50
E02000624	-4.87959	3551.78	E09000022	1	2000	4000	2000	50	50
E02001628	-61.1984	3684.98	E08000019	1	2000	4000	2000	50	50
E02004313	-67.166	3779.74	E06000047	1	2000	4000	2000	50	50
E02004755	-36.4886	3538.85	E10000014	1	2000	4000	2000	50	50
E02005264	-117.985	3709.98	E10000017	1	2000	4000	2000	50	50
E02005889	-53.0478	3666.76	E10000024	1	2000	4000	2000	50	50
E02001869	-81.1684	3622.4	E08000025	1	2000	4000	2000	50	50
E02002680	-14.8265	3708.35	E06000010	1	2000	4000	2000	50	50
E02002333	-73.5525	3719.36	E08000035	1	2000	4000	2000	50	50
E02003747	-5.50761	3626.49	E10000003	1	2000	4000	2000	50	50
E02001093	-98.0992	3684.16	E08000003	1	2000	4000	2000	50	50
E02001351	-127.582	3688.65	E08000012	1	2000	4000	2000	50	50
E02003963	-207.786	3473.33	E06000052	1	2000	4000	2000	50	50
E02000896	0.290469	3562.62	E09000031	1	2000	4000	2000	50	50
E02001999	-67.2674	3614.45	E08000026	1	2000	4000	2000	50	50
E02005432	0.72885	3674.27	E10000019	1	2000	4000	2000	50	50
E02006643	-71.5581	3535.78	E06000054	1	2000	4000	2000	50	50
E02003358	-32.6384	3547.24	E06000036	1	2000	4000	2000	50	50
E02003385	-57.2525	3546.52	E06000037	1	2000	4000	2000	50	50
E02005289	-118.663	3708.2	E10000017	1	2000	4000	2000	50	50
E02004668	-85.3453	3586.14	E10000013	1	2000	4000	2000	50	50
E02002582	-115.414	3680.19	E06000006	1	2000	4000	2000	50	50
E02002843	-48.0746	3632.08	E06000016	1	2000	4000	2000	50	50
E02005760	-54.1382	3731.31	E10000023	1	2000	4000	2000	50	50
E02006915	-97.5001	3691.67	E08000003	1	2000	4000	2000	50	50
E02001923	-80.4201	3618.32	E08000025	1	2000	4000	2000	50	50
E02003609	-15.0774	3589.91	E06000056	1	2000	4000	2000	50	50
E02001918	-81.9963	3618.81	E08000025	1	2000	4000	2000	50	50
E02001195	-91.6756	3686.09	E08000007	1	2000	4000	2000	50	50
E02004015	-128.225	3754.56	E10000006	1	2000	4000	2000	50	50
E02004954	-8.67511	3580.67	E10000015	1	2000	4000	2000	50	50
E02003939	-209.992	3485.61	E06000052	1	2000	4000	2000	50	50
E02003046	-110.77	3549.83	E06000023	1	2000	4000	2000	50	50
E02003809	-121.849	3666.98	E06000050	1	2000	4000	2000	50	50
E02000367	-2.38513	3556.18	E09000012	1	2000	4000	2000	50	50
E02000631	-4.259	3551.02	E09000022	1	2000	4000	2000	50	50
E02002272	-71.9439	3707.7	E08000034	1	2000	4000	2000	50	50
E02001734	-72.3988	3793.04	E08000021	1	2000	4000	2000	50	50
E02003502	-9.54001	3508.11	E06000043	1	2000	4000	2000	50	50
E02005371	-45.0046	3622.92	E10000018	1	2000	4000	2000	50	50
E02000797	-14.3996	3549.86	E09000027	1	2000	4000	2000	50	50
E02001346	-123.101	3681.79	E08000011	1	2000	4000	2000	50	50
E02006221	-73.2896	3631.29	E10000028	1	2000	4000	2000	50	50
E02006552	-23.5042	3505.77	E10000032	1	2000	4000	2000	50	50
E02000750	1.81067	3553.65	E09000025	1	2000	4000	2000	50	50
E02004881	7.04213	3579.39	E10000015	1	2000	4000	2000	50	50
E02000894	-0.912761	3552.82	E09000030	1	2000	4000	2000	50	50
E02006498	-56.7118	3613.51	E10000031	1	2000	4000	2000	50	50
E02000184	-5.94875	3556.22	E09000007	1	2000	4000	2000	50	50
E02000890	-2.78468	3553.92	E09000030	1	2000	4000	2000	50	50
